DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
2011-03-04 23:00:00,117.4375,20110900,118.625,20110600,117.4375,20110900
2011-03-07 23:00:00,117.421875,20110900,118.609375,20110600,117.421875,20110900
2011-03-08 23:00:00,117.15625,20110900,118.34375,20110600,117.15625,20110900
2011-03-09 23:00:00,117.734375,20110900,118.921875,20110600,117.734375,20110900
2011-03-10 23:00:00,118.4375,20110900,119.625,20110600,118.4375,20110900
2011-03-11 23:00:00,118.375,20110900,119.6875,20110600,118.375,20110900
2011-03-14 23:00:00,118.875,20110900,120.1875,20110600,118.875,20110900
2011-03-15 23:00:00,119.03125,20110900,120.34375,20110600,119.03125,20110900
2011-03-16 23:00:00,119.921875,20110900,121.25,20110600,119.921875,20110900
2011-03-17 23:00:00,119.609375,20110900,120.9375,20110600,119.609375,20110900
2011-03-18 23:00:00,119.34375,20110900,120.6875,20110600,119.34375,20110900
2011-03-21 23:00:00,118.828125,20110900,120.203125,20110600,118.828125,20110900
2011-03-22 23:00:00,118.609375,20110900,120.046875,20110600,118.609375,20110900
2011-03-23 23:00:00,118.53125,20110900,119.96875,20110600,118.53125,20110900
2011-03-24 23:00:00,118.015625,20110900,119.5,20110600,118.015625,20110900
2011-03-25 23:00:00,117.703125,20110900,119.1875,20110600,117.703125,20110900
2011-03-28 23:00:00,117.59375,20110900,119.078125,20110600,117.59375,20110900
2011-03-29 23:00:00,117.28125,20110900,118.765625,20110600,117.28125,20110900
2011-03-30 23:00:00,117.65625,20110900,119.125,20110600,117.65625,20110900
2011-03-31 23:00:00,117.5625,20110900,119.03125,20110600,117.5625,20110900
2011-04-01 23:00:00,117.59375,20110900,118.96875,20110600,117.59375,20110900
2011-04-04 23:00:00,117.8125,20110900,119.21875,20110600,117.8125,20110900
2011-04-05 23:00:00,117.328125,20110900,118.765625,20110600,117.328125,20110900
2011-04-06 23:00:00,116.9375,20110900,118.375,20110600,116.9375,20110900
2011-04-07 23:00:00,117.046875,20110900,118.46875,20110600,117.046875,20110900
2011-04-08 23:00:00,116.859375,20110900,118.375,20110600,116.859375,20110900
2011-04-11 23:00:00,116.921875,20110900,118.453125,20110600,116.921875,20110900
2011-04-12 23:00:00,117.546875,20110900,119.09375,20110600,117.546875,20110900
2011-04-13 23:00:00,117.859375,20110900,119.390625,20110600,117.859375,20110900
2011-04-14 23:00:00,117.671875,20110900,119.203125,20110600,117.671875,20110900
2011-04-15 23:00:00,118.3125,20110900,119.8125,20110600,118.3125,20110900
2011-04-18 23:00:00,118.640625,20110900,120.1875,20110600,118.640625,20110900
2011-04-19 23:00:00,118.71875,20110900,120.25,20110600,118.71875,20110900
2011-04-20 23:00:00,118.390625,20110900,119.90625,20110600,118.390625,20110900
2011-04-21 23:00:00,118.5,20110900,119.984375,20110600,118.5,20110900
2011-04-25 23:00:00,118.828125,20110900,120.328125,20110600,118.828125,20110900
2011-04-26 23:00:00,119.1875,20110900,120.671875,20110600,119.1875,20110900
2011-04-27 23:00:00,118.9375,20110900,120.421875,20110600,118.9375,20110900
2011-04-28 23:00:00,119.484375,20110900,120.953125,20110600,119.484375,20110900
2011-04-29 23:00:00,119.6875,20110900,121.140625,20110600,119.6875,20110900
2011-05-02 23:00:00,119.78125,20110900,121.234375,20110600,119.78125,20110900
2011-05-03 23:00:00,120.0,20110900,121.4375,20110600,120.0,20110900
2011-05-04 23:00:00,120.203125,20110900,121.640625,20110600,120.203125,20110900
2011-05-05 23:00:00,120.625,20110900,122.0625,20110600,120.625,20110900
2011-05-06 23:00:00,120.875,20110900,122.28125,20110600,120.875,20110900
2011-05-09 23:00:00,121.0625,20110900,122.46875,20110600,121.0625,20110900
2011-05-10 23:00:00,120.640625,20110900,122.09375,20110600,120.640625,20110900
2011-05-11 23:00:00,120.96875,20110900,122.421875,20110600,120.96875,20110900
2011-05-12 23:00:00,120.703125,20110900,122.171875,20110600,120.703125,20110900
2011-05-13 23:00:00,121.046875,20110900,122.5,20110600,121.046875,20110900
2011-05-16 23:00:00,121.3125,20110900,122.75,20110600,121.3125,20110900
2011-05-17 23:00:00,121.515625,20110900,122.9375,20110600,121.515625,20110900
